70000_a,fillSnooper
200894_d,getAttackDamage
200896_a,getDurability
200897_d,getName
200898_c,getRepairMaterial
200899_b,getSoundEvent
200900_a,getEnchantability
200901_e,getToughness
200902_b,getDamageReductionAmount
200915_b,defaultMaxDamage
200916_a,group
200917_a,maxStackSize
200918_c,maxDamage
200919_a,containerItem
200924_f,getRepairMaterial
200925_d,getHarvestLevel
200926_a,getMaxUses
200927_e,getEnchantability
200928_b,getEfficiency
200929_c,getAttackDamage
200941_a,slipperiness
200942_a,doesNotBlockMovement
200943_b,hardnessAndResistance
200944_c,tickRandomly
200945_a,create
200946_b,zeroHardnessAndResistance
200947_a,sound
200948_a,hardnessAndResistance
200949_a,create
200950_a,from
200952_a,create
200966_a,register
200968_a,create
200969_a,getId
201003_a,withWorld
201004_i,getRotation
201005_b,withRotation
201006_a,withRotation
201007_a,withRotation
201008_k,getEntityAnchorType
201009_a,withPos
201010_a,withEntityAnchorType
201014_c,makePredicateArray
201015_a,apply
201016_a,getByName
201017_a,apply
201023_a,getEntityAnchor
201024_a,entityAnchor
201028_a,where
201037_a,suggestValue
201040_a,get
201042_a,serialize
201043_a,getRandomDungeonMob
201058_a,sendPacket
201063_e,getType
201064_a,getSourceAnchor
201069_c,equals
201115_a,checkScore
201124_a,updateLook
201126_a,teleportToEntity
201127_a,teleport
201228_b,get
201300_aS,getCustomBossEvents
201309_d,getPlayersAllowingNone
201312_a,toComponent
201345_m,parse
201359_g,isVisible
201360_b,removeAllPlayers
201361_c,onPlayerLogin
201362_a,setValue
201363_d,onPlayerLogout
201364_a,getId
201365_c,getValue
201366_b,setMax
201367_d,getMax
201368_a,setPlayers
201369_e,getFormattedName
201370_f,write
201371_a,read
201372_a,addPlayer
201377_a,getIDs
201378_b,getBossbars
201379_a,add
201380_c,write
201381_a,read
201382_b,onPlayerLogout
201383_a,onPlayerLogin
201384_a,get
201385_a,remove
201389_c,getVisibility
201390_a,setStyle
201394_b,setMax
201397_a,setValue
201400_a,createBossbar
201402_b,getMax
201405_a,setPlayers
201407_e,removeBossbar
201410_a,setVisibility
201413_a,register
201414_a,getValue
201415_a,setColor
201416_a,getBossbar
201420_a,setName
201425_d,getPlayers
201428_a,listBars
201477_a,incrementTrigger
201478_b,setTrigger
201479_a,addToTrigger
201480_b,getName
201481_a,byName
201482_a,getFormatting
201485_a,byName
201486_a,getName
201500_a,setSlotContents
201501_a,placeRecipe
201508_a,tryPlaceRecipe
201509_a,getMaxAmount
201510_a,giveToPlayer
201511_a,clear
201518_a,initSearchBar
201520_a,init
201521_f,toggleCraftableFilter
201560_d,onCrafting
201561_a,canUseRecipe
201571_a,accountStacks
201572_C,getMaxLightLevel
201574_a,setStatus
201576_a,getTopBlockY
201579_g,getDeferredTileEntity
201589_g,getStatus
201591_a,addTileEntity
201593_f,isModified
201594_d,markBlockForPostprocessing
201595_A,postProcess
201604_d,getStructureReferences
201606_b,setStructureReferences
201607_a,setHeightmap
201609_c,getStructureStarts
201612_a,setStructureStarts
201614_D,getPackedPositions
201626_b,addEntity
201627_k,getTileEntities
201632_q,getDeferredTileEntities
201635_a,unpackToWorld
201636_b,addPackedPosition
201637_h,addLightPosition
201646_a,addLightValue
201647_i,getPackedLightPositions
201651_i,packToLocal
201652_l,getEntities
201670_d,isRemote
201671_F,hasWater
201672_e,getWorld
201674_k,getRandom
201676_a,getHeight
201679_a,getMainChunkX
201680_b,getMainChunkZ
201683_l,markBlockForPostprocessing
201696_r,getLight
201711_g,getChunkGenerator
201734_a,addAttempt
201742_a,addCave
201756_e,stream
201762_c,removeStructureIndex
201763_a,addStructureIndex
201767_f,getOutputSlot
201768_e,clear
201769_a,matches
201770_g,getWidth
201771_a,fillStackedContents
201772_h,getHeight
201840_a,areAllCompatibleWith
201841_a,asLong
201848_a,doesWaterFreeze
201850_b,doesSnowGenerate
201851_b,getPrecipitation
201854_a,doesWaterFreeze
201856_r,getCategory
201944_a,getEnchantment
201945_a,enchantment
201953_j,suggestTag
201955_c,suggestTag
201958_j,setHasTeamNotEquals
201959_d,suggestSelector
201960_A,hasTeamEquals
201961_z,hasGamemodeNotEquals
201962_q,getDz
201963_E,isTypeLimited
201965_l,getX
201966_H,hasAdvancements
201967_w,isLimited
201968_j,getXRotation
201969_h,suggestCommaOrEnd
201970_k,setHasScores
201971_p,getDy
201973_h,setHasGamemodeNotEquals
201974_c,suggestName
201975_i,setHasTeamEquals
201976_x,isSorted
201977_o,getDx
201978_a,setSuggestionHandler
201979_e,setLimited
201980_k,getYRotation
201981_b,suggestNameOrSelector
201982_C,setTypeLimitedInversely
201983_n,getZ
201984_u,hasNameEquals
201985_F,isTypeLimitedInversely
201986_f,setSorted
201987_y,hasGamemodeEquals
201988_g,setHasGamemodeEquals
201989_e,suggestOpenBracket
201990_c,setHasNameEquals
201991_m,getY
201992_l,setHasAdvancements
201993_a,fillSuggestions
201994_g,suggestOptions
201995_G,hasScores
201996_f,suggestOptionsOrEnd
201997_v,hasNameNotEquals
201998_d,setHasNameNotEquals
202017_a,get
202024_a,register
202049_a,suggestOptions
202065_c,blockNeedsPostProcessing
202090_b,getBiomeProvider
202128_c,getTaskRange
202129_d,getType
202136_b,getPaletteSize
202137_b,getPaletteSize
202168_c,putLongArray
202169_e,getList
202170_f,getShort
202233_q,getStates
202267_b,getDataArrayIndex
202268_a,setDataArray
202269_a,getDataArray
202270_a,update
202272_a,set
202273_a,getHeight
202274_b,getHeight
202279_e,getSpawnList
202422_a,setBaseChunkSeed
202423_a,skip
202424_a,setDecorationSeed
202425_c,setLargeFeatureSeed
202426_b,setFeatureSeed
202427_a,setLargeFeatureSeedWithSalt
202465_a,toTextComponent
202500_a,recalculateStructureSize
202580_a,isInsideBounds
202649_a,register
202651_a,enchant
202678_a,getValue
202680_a,getmaxCacheSize
202696_a,random
202698_a,setPosition
202707_a,apply
202713_a,apply
202715_a,pickZoomed
202716_a,apply
202726_a,apply
202748_a,apply
202792_a,apply
202823_a,apply
202826_a,areBiomesSimilar
202827_a,isOcean
202829_a,repeat
202879_g,getWorld
202887_g,getCategory
202891_a,getRecipes
202903_a,getIcons
202905_a,addRecipe
203002_i,onEnterBubbleColumnWithAirAbove
203003_aK,isLiving
203004_j,onEnterBubbleColumn
203005_aq,isInWaterOrBubbleColumn
203006_d,playSwimSound
203007_ba,isSwimming
203008_ap,isInWaterRainOrBubbleColumn
203009_ad,determineNextStepDistance
203010_cG,handleFluidSneak
203011_g,setHome
203012_t,setGoingHome
203013_dB,getTravelPos
203014_dG,isTravelling
203015_s,setDigging
203017_r,setHasEgg
203018_dA,getHome
203019_h,setTravelPos
203020_dx,hasEgg
203021_u,setTravelling
203022_dF,isGoingHome
203023_dy,isDigging
203032_dq,getPhantomSize
203033_m,updatePhantomSize
203034_a,setPhantomSize
203039_dq,squirtInk
203041_m,updateTurtleHelmet
203043_v,applyFloatMotion
203044_p,getWaterDrag
203045_n,setNoClip
203047_q,getNoClip
203049_a,setArrowFlag
203050_i,getHitGroundSound
203055_e,setRockingTicks
203056_b,getRockingAngle
203057_r,updateRocking
203058_B,getRockingTicks
203066_o,getTileEntitiesPos
203068_a,getArmAngleSq
203095_a,getDifficulty
203096_a,causeTridentDamage
203102_g,updateSpeed
203108_i,shouldMove
203109_a,getRunDelay
203110_f,getTargetDistanceSq
203114_b,playBreakingSound
203115_a,findTarget
203116_c,playBrokenSound
203131_a,isTemptedBy
203155_a,findRandomTargetTowardsScaled
203157_b,getDrag
203159_a,placeBubbleColumn
203166_c,removeOneEgg
203167_a,tryTrample
203168_a,hasProperHabitat
203169_a,canGrow
203173_b,growSeagrass
203189_d,hasNoMatchingItems
203190_g,getRiptideModifier
203191_f,getLoyaltyModifier
203192_h,hasChanneling
203221_a,addIngredient
203300_b,approach
203301_d,degreesDifferenceAbs
203302_c,warpDegreeDifference
203303_c,approachDegrees
203413_a,sendPlaceRecipePacket
203417_a,isIn
203419_a,dropRecord
203420_a,startSignal
203425_a,matchesBlock
203500_b,getId
203501_a,getTypeFromId
203600_c,getEmptyPlayerSlots
203631_b,isShallowOcean
203701_dz,getFlopSound
203704_dv,getMaxGroupSize
203705_dA,isFromBucket
203706_r,setFromBucket
203707_dx,getFishBucket
203714_a,setPuffState
203715_dA,getPuffState
203719_J,getWaterBrightness
203721_h,getSize
203790_a,emptyBucket
203791_b,playEmptySound
203792_a,onLiquidPlaced
203902_a,withDisplay
203903_a,withDisplay
203904_a,register
203905_a,withParent
203906_b,addExperience
203907_a,experience
203908_c,any
203909_a,forParent
203910_c,brewedPotion
203912_a,forLevel
203913_a,forItem
203914_c,any
203916_c,any
203917_a,forEffect
203918_c,any
203920_a,forBlock
203921_a,forDamage
203922_a,forItems
203923_a,forItems
203926_d,entityKilledPlayer
203927_c,playerKilledEntity
203928_a,playerKilledEntity
203929_a,playerKilledEntity
203930_a,forDistance
203931_c,sleptInBed
203932_a,forLocation
203933_a,forDistance
203934_a,placedBlock
203936_a,forDamage
203937_a,summonedEntity
203938_c,any
203939_c,any
203941_a,usedTotem
203943_a,canLive
203968_a,blocked
203969_a,type
203970_b,build
203971_a,create
203977_a,serialize
203978_a,isProjectile
203979_b,build
203980_a,direct
203981_a,damageType
203991_a,serialize
203992_a,addProperty
203993_b,forVertical
203994_a,serialize
203995_a,forHorizontal
203996_a,create
203997_a,distance
203998_a,type
203999_a,location
204000_b,build
204006_a,serialize
204009_a,serialize
204012_a,serialize
204013_b,serialize
204014_a,any
204015_a,addEffect
204034_a,setup
204042_a,getRandomPieceWarm
204043_b,getRandomPieceWarmBig
204108_a,getTop
204109_b,getUnder
204110_c,getUnderWaterMaterial
204208_ah,getHighspeedSplashSound
204209_c,isMaxGroupSize
204211_f,setBucketData
204212_dI,getPatternColor
204213_dJ,getPattern
204214_a,pack
204215_a,setVariant
204216_dH,getBodyColor
204217_dE,getSize
204218_dG,getBodyTexture
204220_dF,getPatternTexture
204221_dB,getVariant
204229_de,updateEyesInWaterPlayer
204231_K,canSwim
204253_a,tick
204257_i,shouldPreload
204259_a,enqueuePreload
204268_a,removeStaleBanners
204269_a,tryAddBanner
204271_a,byTranslationKey
204274_p,getWaterFogColor
204284_a,makeMobAdvancement
204288_a,makeBalancedDiet
204289_b,makeBredAllAnimals
204294_a,getPos
204299_f,getMapDecorationId
204300_a,read
204301_a,fromWorld
204302_d,getName
204303_e,write
204304_a,getPos
204305_c,getDecorationType
204309_g,getCustomName
204332_h,getByte
204507_t,getFluidState
204508_a,pickupFluid
204509_a,receiveFluid
204510_a,canContainFluid
204515_c,reactWithNeighbors
204519_t,ticksRandomly
204520_s,getFluidState
204521_c,getDripParticleData
204522_a,animateTick
204524_b,getFilledBucket
204527_a,getBlockState
204528_b,getLevelDecreasePerBlock
204538_c,isEmpty
204600_a,drawClouds
204609_dp,isInDaylight
204610_c,getFluidState
204642_b,doAdjacentCubeSidesFillSquare
204700_e,setInLove
204701_dC,canFallInLove
204703_dA,shouldDrown
204704_a,startDrowning
204706_dD,isDrowning
204710_dB,isCloseToPathTarget
204711_a,setSwimming
204713_s,setSwimmingUp
204714_e,shouldAttack
204768_a,readPalletesAndBlocks
204801_a,updateSpinAttack
204802_c,setLivingFlag
204803_n,startSpinAttack
204804_d,spinAttack
204805_cN,isSpinAttacking
204809_d,setCaster
204814_a,trigger
204817_a,trigger
204820_a,trigger
204824_a,channeledLightning
204826_a,test
204827_a,forItem
204829_a,create
204864_d,makeFish
204865_c,makeFishBucket
204869_b,printDebugWarning
204870_b,tick
204900_dz,canBreakDoors
204901_j,isInBadEnvironment
205001_m,getFarPlaneDistance
205002_d,getBossColorModifier
205004_a,hasStructure
205010_bg,getMaxAir
205012_q,updateEyesInWater
205014_p,updateSwimAnimation
205015_b,getSwimAnimation
205019_a,isNotColliding
205021_dt,isNearHalloween
205022_a,getBlockPathWeight
205027_h,shouldBlockPushPlayer
205030_f,addEffectsToPlayers
205031_h,attackMobs
205034_j,getAreaOfEffect
205035_k,findExistingTarget
205036_a,getActiveRotation
205037_l,spawnParticles
205038_d,shouldBeActive
205039_c,isActive
205040_i,updateClientTarget
205049_d,getNeighborAwareLightSubtracted
205052_D,getBrightness
205060_a,rotLerpRad
205063_a,getHead
205067_c,getHead
205068_b,getLid
205069_a,getBase
205071_a,getArmHoldingRose
205072_a,getModelHead
205106_a,updateLightmap
205107_a,tick
205108_b,disableLightmap
205109_c,enableLightmap
205133_c,canBreatheUnderwater
205134_b,getMiningSpeedup
205135_a,hasMiningSpeedup
205140_a,canBreatheAt
205141_g,navigate
205179_a,isIce
205182_b,isAirBellow
205185_a,removeSnowLayer
205190_a,createSlimeChunkSpawningSeed
205218_i_,getBlocksToBeTicked
205219_F_,getPendingFluidTicks
205220_G_,getPendingBlockTicks
205338_b,tickBlock
205339_a,tickFluid
205343_av,updateSwimming
205348_f,isShowIcon
205357_b,placeFish
205359_a,isTickScheduled
205360_a,scheduleTick
205361_b,isTickPending
205362_a,scheduleTick
205365_a,tick
205366_a,getPending
205368_a,copyTicks
205379_a,write
205381_a,postProcess
205388_a,get
205397_a,getPriority
205398_a,getPriority
205414_c,temperature
205415_a,precipitation
205417_d,downfall
205419_a,category
205420_b,scale
205421_a,depth
205470_d,getGroundHeight
205527_h,shouldShowIcon
205548_a,setSeed
205569_a,getTickRate
205570_b,canFlow
205573_a,causesDownwardCurrent
205574_a,flowInto
205575_a,flowAround
205576_a,calculateCorrectFlowingState
205579_d,canSourcesMultiply
205580_a,beforeReplacingBlock
205581_a,triggerEffects
205586_a,shouldRenderSides
205589_a,getNoiseGenerator
205596_a,getRandomElement
205610_a_,buildSurface
205706_b,getSurfaceBlocks
205708_a,isPassenger
205710_ba,canBeRiddenInWater
205711_k,applyFloatMotion
205712_c,getDropChance
205714_dM,initExtraAI
205715_ee,playJumpSound
205719_a,attack
205736_a,playSound
205738_a,playSound
205739_a,setActive
205741_k,setWhitelistEnabled
205743_a,kickPlayersNotWhitelisted
205744_aT,isWhitelistEnabled
205749_a,getCarvingMask
205751_b,getFluidState
205767_a,setCarvingMask
205770_a,getHeight
205772_D,getTags
206236_a,getValue
206250_b,load
206254_h,getMaxAge
206255_j,getAttenuationDistance
206257_x,commandsAllowedForAll
206258_a,canPlayerLogin
206287_a,upgradeBlock
206290_a,cap
206296_a,cap
206309_a,fixBlock
206323_b,cap
206340_a,cap
206355_a,fixItem
206477_f,ensureNamespaced
206531_b,registerInventory
206557_a,registerEntity
206563_a,registerEntity
206581_b,registerThrowableProjectile
206596_a,registerEntity
206601_a,registerInventory
206605_a,equipment
206611_a,registerEntity
206624_a,registerEntity
206627_a,registerEntity
206636_a,registerEntity
206645_a,registerInventory
206658_a,equipment
206668_b,registerThrowableProjectile
206674_c,registerMinecart
206680_d,registerInventory
206690_a,registerEntity
206830_a,build
206840_a,fillStateContainer
206844_a,isIn
206845_f,getPlacementTooltip
206846_a,isStateAndTileEntityEqual
206847_b,canPlaceOn
206848_a,canDestroy
206849_h,asBlockPos
206854_a,buildSurface
206865_a,build
206870_a,with
206871_b,getValues
206880_a,tick
206881_a,animateTick
206882_g,getLevel
206883_i,getBlockState
206884_a,isTagged
206886_c,getFluid
206888_e,isEmpty
206889_d,isSource
206890_h,ticksRandomly
206891_b,randomTick
206892_a,validateProperty
206894_a,add
206906_c,computeHashCode
206914_b,getFluidState
206915_b,needsRandomTickAny
206917_d,needsRandomTickFluid
206931_a,start
206956_a,makeWrapperTag
206967_a,buildSurface
207182_e,getStateContainer
207183_f,setDefaultState
207184_a,fillStateContainer
207185_a,isIn
207186_b,randomTick
207187_a,isEquivalentTo
207188_f,getDefaultState
207191_a,tick
207192_d,getLevel
207193_c,isSource
207196_h,ticksRandomly
207204_a,getStillFluidState
207205_e,getLevelFromState
207207_a,getFlowingFluidState
207215_a,updateId
207300_l,determineNextAir
207302_dI,onDrowned
207304_a,applyAttributeBonuses
207401_g,isNormalCube
207403_q,shouldReturnToThrower
207404_l,getName
207405_b,setName
207406_e,getPrefix
207407_f,getSuffix
207408_a,setPrefix
207409_b,setSuffix
207419_a,fix
207437_a,create
207476_a,create
207502_a,registerEntity
207507_i,getPrefix
207508_j,getSuffix
207515_a,setPrefix
207517_b,setSuffix
207664_d,getCenterOffset
207665_a,setCenterOffset
207667_a,getTransformedPos
207669_a,getTransformedPos
207736_b,setEyeOpen
207737_d,isEyeOpen
207741_a,getName
207742_d,isNewLevelIdAcceptable
207804_a,getDouble
207805_a,getDouble
207806_e,absFloor
207920_c,isValidNumber
207921_a,fromReader
207922_a,map
207923_a,getMin
207924_b,fromReader
207925_b,getMax
207936_a,getNumHorizontallyAdjacentSources
208000_a,setHeadRotation
208003_a,shouldExchangeEquipment
208006_dE,closeToTarget
208008_s,setGotFish
208010_l,getTreasurePos
208011_dD,hasGotFish
208012_g,setTreasurePos
208016_c,addTellEvent
208018_a,hasTmpInventory
208023_c,hasStructureIndexInRemaining
208024_b,hasStructureIndexInAll
208025_a,getAll
208034_b,throwExceptionForGlError
208048_a,applyItemNBT
208061_a,doesSideFillSquare
208062_a,isOpaque
208064_n,getShapeProperty
208070_a,getDirectionToOther
208071_a,isSamePoweredRail
208072_b,canHoldBubbleColumn
208073_b,getHingeSide
208074_a,getSide
208076_b,getType
208077_a,hasType
208081_a,opposite
208087_a,byState
208088_a,getSound
208092_c,isAscending
208103_a,rarity
208200_a,listPlayers
208201_b,listUUIDs
208304_a,tryCreate
208310_b,saveRecipeAdvancement
208311_a,saveRecipe
208316_a,recordHash
208317_a,writeCache
208320_b,isStale
208323_a,getPreviousHash
208404_d,hasName
208409_c,getZ
208411_a,getIndex
208412_a,getX
208421_b,getY
208453_a,getBlock
208454_a,setDistance
208456_b,getIndex
208457_b,isLog
208459_d,getDistance
208460_c,isLeaf
208461_a,isSkippable
208464_a,getStateId
208465_a,write
208485_j,getTargetPos
208486_d,getCrop
208487_j,isRail
208488_a,isRail
208489_a,getUpdatedState
208490_b,areCornersDisabled
208492_w,getDistance
208493_b,updateDistance
208496_w,countBlocksVineIsAttachedTo
208498_a,getTopSolidOrLiquidBlock
208508_f,validatePortal
208509_a,reset
208510_c,connect
208512_d,canConnect
208517_a,sendGameModeFeedback
208535_c,bitsPerEntry
208600_a,areEyesInFluid
208604_b,setChatLine
208617_a,makeCuboidShape
208618_m,getSlipperiness
208619_r,isVariableOpacity
208770_d,variableOpacity
209001_a,formatDouble
209002_a,formatInt
209003_a,isAtLeast
209011_c,getDebugInfoLeft
209118_a,unlock
209119_b,lock
209120_c,markNew
209149_a,fix
209179_a,makeOpening
209200_a,stop
209201_e,loadTemplateResource
209205_a,loadTemplate
209207_l,updateAir
209242_d,getSource
209243_a,registerGlConstantName
209244_a,logDebugMessage
209245_c,getFallbackString
209246_f,getSeverity
209247_b,setDebugVerbosity
209248_e,getType
209267_a,propagateException
209270_a,write
209271_a,write
209297_b,addBanners
209300_a,mapSkull
209301_a,mapDoor
209307_a,addBeds
209343_a,register
209344_a,getPlacementType
209357_a,fromItemListStream
209365_a,nbt
209366_a,type
209367_a,effects
209368_a,test
209369_a,serialize
209370_a,deserialize
209382_a,canCreatureTypeSpawnAtLocation
209398_c,getFiles
209400_b,deleteStale
209506_al,getModelManager
209509_a,resolvePathStructures
209510_b,resolvePath
209511_p,isInRain
209512_q,isInBubbleColumn
209521_a,handleCustomPayloadLogin
209522_a,joinServer
209526_a,processCustomPayloadLogin
209533_a,getPositionRandom
209541_a,fromJson
209550_a,withResultConsumer
209552_a,getPropertyMapString
209553_a,getModelLocation
209554_c,getModelLocation
209555_a,getPropertyValueString
209557_a,isAdjacentFluidSameAs
209573_a,setStateContainer
209574_a,getStateContainer
209577_a,fromJson
209578_a,getVariants
209579_a,makeItemModel
209592_a,parseValue
209593_a,putModel
209597_a,getUnbakedModel
209598_b,loadBlockstate
209605_a,parseVariantKey
209614_a,build
209621_a,fixTag
209627_a,fixTag
209633_a,fixTag
209636_a,fix
209643_a,fixTag
209645_a,fixTag
209647_a,updateLine
209650_a,fixTag
209651_a,fixTag
209652_a,fixTag
209653_a,fixTag
209655_a,fixTag
209656_a,fixTag
209659_a,fix
209676_a,updateCrop
209677_a,fixTag
209681_a,upgradeItem
209712_b,fix
209719_a,getProperty
209724_a,idFor
209726_a,getName
209740_a,fixTagCustomName
209743_a,fixTag
209748_a,doFix
209757_a,getEntity
209758_a,getNewNameAndTag
209766_a,fix
209770_a,makeLeafTag
209900_a,getPositionRandom
209908_j,getAsNumber
209918_a,getTransaction
209930_a,storeIntoScore
209952_a,storeIntoBossbar
210048_b,makeDynamic
210049_b,getFixedNBTForID
210050_a,updateNBT
210051_a,write
210053_a,setBlock
210056_a,getBlock
210058_a,write
210059_c,removeTileEntity
210060_a,setBlock
210064_a,getBlock
210066_b,getTileEntity
210152_a,processPickItem
210153_a,processUpdateCommandBlock
210154_a,processUpdateBeacon
210155_a,processRenameItem
210156_a,processEditBook
210157_a,processUpdateStructureBlock
210158_a,processUpdateCommandMinecart
210159_a,processSelectTrade
210163_a,setName
210165_f,getPositionVector
210167_g,getMinecart
210195_d,getExplosionResistance
210197_e,getFlowingFluid
210198_f,getStillFluid
210200_l,getExplosionResistance
210266_a,disableCache
210324_e,checkPermission
210326_a,fillSelectorSuggestions
210345_b,shouldUpdateAll
210346_a,getStack
210349_a,getPickIndex
210351_a,getName
210355_a,getPrimaryEffect
210356_b,getSecondaryEffect
210359_b,getCommand
210360_f,getMode
210361_a,getPos
210362_e,isAuto
210363_c,shouldTrackOutput
210364_d,isConditional
210371_a,getCommandBlock
210372_a,getCommand
210373_b,shouldTrackOutput
210377_d,getName
210378_c,getMode
210379_h,getRotation
210380_a,getPos
210381_n,getSeed
210382_m,getIntegrity
210383_e,getPosition
210384_b,getUpdateCommand
210385_f,getSize
210386_g,getMirror
210387_l,shouldShowBoundingBox
210388_i,getMetadata
210389_j,shouldIgnoreEntities
210390_k,shouldShowAir
210415_a,buildIfResult
210459_b,lock
210460_c,unlock
210482_a,updateItemStack
210500_b,handleFluidAcceleration
210537_a,getSideMask
210548_a,getLayerInfoFromString
210549_a,convert
210552_b,getLayersInfoFromString
210567_a,direction2dTo3d
210586_a,updateChildren
210588_c,updateSingleField
210589_d,updateDoubleField
210590_b,updateChildren
210758_b,getOrCreateDescriptionId
210760_d,getTranslationKey
210769_a,getFacingFromVector
210771_f,getDefaultTranslationKey
210821_a,update
210822_a,update
210827_g,scanForLegacyFight
210828_h,findOrCreateDragon
210891_a,addFixers
210901_a,getDataFixer
210932_a,get
210933_a,isFirst
210934_b,getPosition
210937_a,getStep
210939_a,getAxisDirection
210940_b,getAxis
210957_a,getSideMask
210975_a,packOffsetCoordinates
211131_a,createTexturedGlyph
211132_a,getTextureLocation
211136_dB,getMoistness
211137_b,setMoistness
211146_k,getLastTicked
211148_a,sendPacket
211149_aT,getTickTime
211150_az,getServerTime
211158_j_,isInsideTick
211162_a,checkGlfwError
211163_e,getColor
211165_a,fromFormattingCode
211177_b,milliTime
211178_c,nanoTime
211179_d,millisecondsSinceEpoch
211182_a,forItemDamage
211185_a,createTexturedGlyph
211188_a,obfuscate
211202_a,getWidth
211203_b,getHeight
211246_a,create
211255_a,loadTexture
211270_p,getTargetedEntity
211311_a,rename
211331_a,fromJson
211335_c,isUnbounded
211337_a,fromReader
211338_a,create
211339_d,test
211340_b,atLeast
211341_a,fromReader
211342_a,fromReader
211343_a,square
211344_a,fromJson
211345_a,exactly
211350_a,square
211351_a,testSquared
211352_a,create
211353_a,fromReader
211354_d,test
211355_b,atLeast
211356_a,fromJson
211357_a,fromReader
211365_a,checkIfEntityExists
211366_a,entitySummon
211368_a,getEntityId
211371_a,intRange
211372_a,getIntRange
211375_a,propValToString
211390_n,getPacketsSent
211393_m,getPacketsReceived
211400_a,writeString
211402_a,shouldSkipErrors
211431_a,updateEntity
211434_a,updateBlockToBlockState
211442_a,updateFallingBlock
211503_n,canBeSilent
211513_k,hasPermissionLevel
211522_a,handleNBTQueryResponse
211523_k,getNBTQueryManager
211525_a,processNBTQueryBlockEntity
211526_a,processNBTQueryEntity
211527_b,setPlayerUuid
211530_a,spawnFluidParticle
211534_a,getPropertyString
211540_a,forEachFace
211541_a,forEachFaceOnAxis
211542_b,contains
211545_a,untrack
211546_a,setHandler
211547_a,queryTileEntity
211548_a,handleResponse
211549_a,queryEntity
211556_a,copyHoveredObject
211557_a,setEntityClipboardString
211558_a,setBlockClipboardString
211565_f,getJvmFlags
211570_a,setGlyphProviders
211571_a,deleteTextures
211573_a,uploadGlyph
211578_g,getOversample
211579_f,isColored
211624_a,deserialize
211629_a,deserialize
211632_a,getCharacterWidth
211633_a,deserialize
211637_a,getFactory
211638_a,byName
211645_i,hasAlpha
211646_b,fromChannelCount
211647_v,getOffsetAlphaBits
211648_n,getOffsetAlpha
211650_d,getGlFormat
211651_a,getPixelSize
211653_r,hasLuminanceOrAlpha
211654_w,isSerializable
211656_b,setGlPackAlignment
211658_c,setGlUnpackAlignment
211672_a,getGlFormat
211675_e,getPixelLuminanceOrAlpha
211676_a,renderGlyph
211677_a,read
211678_c,getFormat
211679_a,read
211699_a,getFacingFromAxisDirection
211707_c,getScoreHolder
211712_c,getTag
211713_b,getTransactionId
211716_b,getTransactionId
211717_c,getPosition
211720_c,getEntityId
211721_b,getTransactionId
211749_a,setDisplayName
211758_g,isSameAs
211761_a,isBlocked
211821_e,getForceUnicodeFont
211833_a,getPermissionLevel
211834_a,spawnParticle
211835_a,spawnParticle
211838_a,getId
211839_a,byId
211847_a,enableCache
211850_a,getMetaFileLocation
211851_b,toLegacyLocation
211858_a,getRenderType
211907_a,getDistance
211910_a,setRenderType
211915_a,createRenderTypeArgument
211916_a,addTeam
211917_a,addTeam
211920_a,setDisplayName
211926_a,fixTag
211929_b,removeIglooPieces
211930_c,isIglooPiece
212169_c,countMatchingBlocks
212173_b,checkBlockCountUnless
212175_a,checkBlockCountIf
212178_a,buildIfBlocks
212189_g,isSameOrEmpty
212207_i,getTotalProgress
212208_k,getConverted
212209_l,getSkipped
212211_j,getTotalChunks
212215_m,getStatusText
212216_o,optimize
212217_a,cancel
212218_b,isFinished
212238_t,getCanSwim
212239_d,setCanSwim
212244_a,write
212247_j,getFluidsToBeTicked
212248_a,getGlyphInfo
212302_c,getVisibleMountHealthRows
212303_b,renderVignette
212304_m,getRenderViewPlayer
212305_n,getMountEntity
212306_a,getRenderMountHealth
212307_a,updateVignetteBrightness
212361_a,setShooter
212363_d,getFacing
212365_a,setText
212366_a,getText
212370_w,getWorlds
212379_aT,isAheadOfTime
212397_a,generateCache
212398_a,getIndex
212399_a,getTileEntity
212422_f,clampCursorPosition
212430_a,getAllowedOffset
212431_a,getAllowedOffset
212433_a,rayTrace
212434_a,project
212437_a,getAllowedOffset
212438_a,getChunks
212441_a,removeItemFrame
212443_g,identityHashStrategy
212455_c,getGlyphInfo
212478_a,getIndex
212485_a,makePropertyPredicate
212546_e,getName
212557_b_,isInWater
212558_a,updateIfDry
212566_x,causesSolidify
212570_a,canTrample
212578_a,getX
212579_b,getZ
212590_a,predicate
212592_a,getDimensionArgument
212595_a,getDimension
212603_a,columnPos
212607_c,containsKey
212609_b,getDefaultKey
212636_a,getStringTruncated
212647_e,getSize
212648_d,getMaxZ
212649_f,getResizeSpeed
212650_h,getTargetSize
212651_l,tick
212652_j,onSizeChanged
212653_k,onCenterChanged
212654_b,getMaxX
212655_i,getStatus
212656_c,getMinZ
212657_g,getTimeUntilTarget
212658_a,getMinX
212665_m,updateBox
212673_r,tick
212685_h,incrementRefCount
212686_i,getMaxRefCount
212687_g,isRefCountBelowMax
212712_a,register
212713_a,doQuery
212719_a,doAddOrRemove
212721_a,doList
212722_b,removeAll
212743_a,fromJson
212744_a,fromJson
212745_a,fromJson
212746_a,fromJson
