203619_Y,DEEP_COLD_OCEAN
203620_Z,DEEP_FROZEN_OCEAN
203622_a,probability
203639_hT,ENTITY_SQUID_SQUIRT
203711_b,FROM_BUCKET
203716_b,PUFF_STATE
203717_c,puffTimer
203718_bx,deflateTimer
203720_cz,counterInWater
203723_a,body
203724_b,finTop
203725_c,head
203726_d,headFront
203727_e,finRight
203728_f,finLeft
203729_g,tail
203730_a,body
203731_b,rightFin
203732_c,leftFin
203733_d,frontTopSpines
203734_e,backTopSpines
203735_f,frontRightSpines
203736_g,backRightSpines
203737_h,backLeftSpines
203738_i,frontLeftSpines
203739_j,backBottomSpine
203740_k,frontBottomSpines
203741_a,body
203742_b,rightFin
203743_c,leftFin
203744_d,frontTopSpines
203745_e,topMidSpines
203746_f,backTopSpines
203747_g,frontRightSpines
203748_h,frontLeftSpines
203749_i,frontBottomSpines
203750_j,bottomBackSpines
203751_k,bottomMidSpines
203752_l,backRightSpines
203753_m,backLeftSpines
203754_a,body
203755_b,rightEye
203756_c,leftEye
203757_d,rightFin
203758_e,leftFin
203759_f,tail
203761_a,bodyFront
203762_b,bodyRear
203763_c,head
203767_g,finRight
203768_h,finLeft
203769_a,COD_LOCATION
203771_a,PUFFERFISH_TEXTURES
203772_j,lastPuffState
203773_k,modelSmall
203774_l,modelMedium
203775_m,modelLarge
203776_a,SALMON_LOCATION
203778_ae,SALMON
203779_Z,PUFFERFISH
203780_j,COD
203781_i,fish
203785_a,taskOwner
203787_c,navigateTimer
203788_h,fish
203789_a,fish
203794_a,fishType
203795_aL,PUFFERFISH_BUCKET
203796_aM,SALMON_BUCKET
203797_aN,COD_BUCKET
203798_cB,COD_SPAWN_EGG
203799_cW,PUFFERFISH_SPAWN_EGG
203800_cY,SALMON_SPAWN_EGG
203813_aA,ENTITY_COD_HURT
203814_aa,ITEM_BUCKET_FILL_FISH
203815_ax,ENTITY_COD_AMBIENT
203816_ay,ENTITY_COD_DEATH
203817_bZ,ENTITY_FISH_SWIM
203818_az,ENTITY_COD_FLOP
203819_X,ITEM_BUCKET_EMPTY_FISH
203820_gM,ENTITY_SALMON_AMBIENT
203821_gN,ENTITY_SALMON_DEATH
203822_gO,ENTITY_SALMON_FLOP
203823_gP,ENTITY_SALMON_HURT
203824_gm,ENTITY_PUFFER_FISH_AMBIENT
203825_gn,ENTITY_PUFFER_FISH_BLOW_OUT
203826_go,ENTITY_PUFFER_FISH_BLOW_UP
203827_gp,ENTITY_PUFFER_FISH_DEATH
203828_gq,ENTITY_PUFFER_FISH_FLOP
203829_gr,ENTITY_PUFFER_FISH_HURT
203830_gs,ENTITY_PUFFER_FISH_STING
203963_jE,TUBE_CORAL_BLOCK
203964_jF,BRAIN_CORAL_BLOCK
203965_jG,BUBBLE_CORAL_BLOCK
203966_jH,FIRE_CORAL_BLOCK
203967_jI,HORN_CORAL_BLOCK
203972_a,dealt
203973_b,taken
203974_c,sourceEntity
203975_d,blocked
203976_e,type
203982_a,isProjectile
203983_b,isExplosion
203984_c,bypassesArmor
203985_d,bypassesInvulnerability
203986_e,bypassesMagic
203987_f,isFire
203988_g,isMagic
203989_h,directEntity
203990_i,sourceEntity
204001_a,type
204002_b,distance
204003_c,location
204004_d,effects
204005_e,nbt
204023_a,LOGGER
204024_b,GSON
204025_c,generator
204032_b,largeProbability
204033_c,clusterProbability
204036_d,biomeType
204037_e,integrity
204038_f,templateName
204039_g,rotation
204040_h,isLarge
204049_ab,STRUCTURE_WARM_BIG
204053_B,STRUCTURE_CRACKED
204058_G,STRUCTURE_WARM
204059_H,STRUCTURE_BRICK
204061_J,STRUCTURE_MOSSY
204062_K,STRUCTURE_BRICK_BIG
204066_O,STRUCTURE_MOSSY_BIG
204070_S,STRUCTURE_CRACKED_BIG
204111_a,topMaterial
204112_b,underMaterial
204113_c,underWaterMaterial
204114_p,CHESTS_UNDERWATER_RUIN_SMALL
204115_q,CHESTS_UNDERWATER_RUIN_BIG
204116_z,CORALS
204201_l,priority
204202_n,player
204203_n,player
204204_o,ticksInWater
204223_b,VARIANT
204224_c,BODY_TEXTURES
204225_bx,PATTERN_TEXTURES_A
204226_by,PATTERN_TEXTURES_B
204227_bz,SPECIAL_VARIANTS
204230_bP,eyesInWaterPlayer
204232_cf,ambientSoundHandlers
204233_g,tail1
204234_h,tail2
204235_a,body
204236_b,tail
204237_c,finRight
204238_d,finLeft
204239_e,finTop
204240_a,body
204241_b,tail
204242_c,finRight
204243_d,finLeft
204244_e,finTop
204245_f,finBottom
204246_a,aModel
204247_j,bModel
204251_b,modelA
204252_c,modelB
204254_a,player
204255_b,soundHandler
204256_c,delay
204258_g,preload
204261_q,soundsToPreload
204262_at,TROPICAL_FISH
204263_a,size
204264_b,pattern
204265_c,bodyColor
204266_d,patternColor
204270_k,banners
204272_aO,TROPICAL_FISH_BUCKET
204273_dj,TROPICAL_FISH_SPAWN_EGG
204278_jJ,TUBE_CORAL
204279_jK,BRAIN_CORAL
204280_jL,BUBBLE_CORAL
204281_jM,FIRE_CORAL
204282_jN,HORN_CORAL
204283_d,advancements
204286_a,EXPLORATION_BIOMES
204290_a,BREEDABLE_ANIMALS
204291_b,BALANCED_DIET
204306_a,pos
204307_b,color
204308_c,name
204310_e,customName
204312_r,CHESTS_BURIED_TREASURE
204317_a,LOGGER
204318_b,destination
204319_c,decoration
204320_d,zoom
204321_e,searchRadius
204323_b,AMBIENT_UNDERWATER_LOOP
204324_c,AMBIENT_UNDERWATER_LOOP_ADDITIONS
204325_d,AMBIENT_UNDERWATER_LOOP_ADDITIONS_RARE
204326_e,AMBIENT_UNDERWATER_ENTER
204327_f,AMBIENT_UNDERWATER_EXIT
204328_gh,ENTITY_PLAYER_SPLASH_HIGH_SPEED
204400_o,needsColorFromWorld
204401_c,SHULKER_BOX
204403_a,deadBlock
204404_jE,DEAD_TUBE_CORAL_BLOCK
204405_jF,DEAD_BRAIN_CORAL_BLOCK
204406_jG,DEAD_BUBBLE_CORAL_BLOCK
204407_jH,DEAD_FIRE_CORAL_BLOCK
204408_jI,DEAD_HORN_CORAL_BLOCK
204409_il,SHULKER_BOX
204410_e,AMBIENT_UNDERWATER_LOOP_ADDITIONS_ULTRA_RARE
204411_iV,ENTITY_TROPICAL_FISH_AMBIENT
204412_iW,ENTITY_TROPICAL_FISH_DEATH
204413_iX,ENTITY_TROPICAL_FISH_FLOP
204414_iY,ENTITY_TROPICAL_FISH_HURT
204502_a,fluid
204511_c,WATERLOGGED
204512_b,WATERLOGGED
204513_t,WATERLOGGED
204514_u,WATERLOGGED
204517_c,fluid
204541_a,EMPTY
204546_a,WATER
204547_b,LAVA
204601_A,cloudsVBO
204602_S,cloudsCheckX
204603_T,cloudsCheckY
204604_U,cloudsCheckZ
204605_V,cloudsCheckColor
204607_y,cloudsNeedUpdate
204612_b,WATERLOGGED
204613_a,WATERLOGGED
204614_t,WATERLOGGED
204615_b,WATERLOGGED
204619_aA,CORAL_CLAW
204620_ao,SIMPLE_RANDOM_SELECTOR
204621_ay,CORAL_TREE
204622_az,CORAL_MUSHROOM
204628_a,features
204630_a,noiseToCountRatio
204631_b,noiseFactor
204707_bD,inWaterTime
204708_bE,drownedConversionTime
204709_bA,DROWNING
204716_a,waterNavigator
204717_b,groundNavigator
204718_bx,swimmingUp
204720_a,DROWNED_LOCATION
204721_a,LOCATION_OUTER_LAYER
204723_c,modelOuterLayer
204724_o,DROWNED
204725_i,drowned
204727_f,drowned
204738_c,targetY
204739_d,obstructed
204743_jR,TUBE_CORAL_FAN
204744_jS,BRAIN_CORAL_FAN
204745_jT,BUBBLE_CORAL_FAN
204746_jU,FIRE_CORAL_FAN
204747_jV,HORN_CORAL_FAN
204753_a,isBeached
204755_d,rotation
204757_f,isBeached
204761_a,SIDEWAYS_VARIANT
204769_a,blocks
204771_s,CHESTS_SHIPWRECK_MAP
204772_t,CHESTS_SHIPWRECK_SUPPLY
204773_u,CHESTS_SHIPWRECK_TREASURE
204774_aY,ENTITY_DROWNED_AMBIENT
204775_aZ,ENTITY_DROWNED_AMBIENT_WATER
204776_ba,ENTITY_DROWNED_DEATH
204777_bb,ENTITY_DROWNED_DEATH_WATER
204778_bc,ENTITY_DROWNED_HURT
204779_bd,ENTITY_DROWNED_HURT_WATER
204780_be,ENTITY_DROWNED_SHOOT
204781_bf,ENTITY_DROWNED_STEP
204782_bg,ENTITY_DROWNED_SWIM
204783_kG,ENTITY_ZOMBIE_CONVERTED_TO_DROWNED
204800_W,cloudOption
204807_bs,spinAttackDuration
204810_e,caster
204811_D,FISHING_ROD_HOOKED
204812_E,CHANNELED_LIGHTNING
204813_j,FILLED_BUCKET
204815_a,ID
204818_a,ID
204821_a,ID
204825_a,victims
204828_a,item
204831_a,rod
204832_b,entity
204833_c,item
204839_B,SLOW_FALLING
204840_eX,PHANTOM_MEMBRANE
204841_O,SLOW_FALLING
204842_P,LONG_SLOW_FALLING
204866_b,FISH_ITEMS
204867_c,FISH_BUCKETS
204868_h,SEA_GRASS
204871_d,lastDebugCrashWarning
204872_e,debugCrashWarningsSent
204902_a,PICKLES
204903_b,WATERLOGGED
204904_c,ONE_SHAPE
204905_t,TWO_SHAPE
204906_u,THREE_SHAPE
204907_v,FOUR_SHAPE
204913_jW,SEA_PICKLE
204914_aC,SEA_PICKLE
205005_a,hasStructureCache
205013_W,eyesInWater
205017_bL,swimAnimation
205018_bM,lastSwimAnimation
205025_a,ITEM_SELECTOR
205041_a,ticksExisted
205043_f,activeRotation
205045_h,active
205046_i,prismarinePositions
205047_j,target
205048_k,targetUuid
205061_a,swimAnimation
205082_b,body
205083_c,tail
205084_d,tailFin
205085_j,conduit
205093_c,red
205094_d,green
205095_e,blue
205101_k,lastWaterFogColor
205102_l,waterFogColor
205103_m,waterFogUpdateTime
205110_a,dynamicTexture
205111_b,nativeImage
205112_c,resourceLocation
205113_d,needsUpdate
205116_g,entityRenderer
205117_h,client
205118_a,BASE_TEXTURE
205119_d,CAGE_TEXTURE
205120_e,WIND_TEXTURE
205121_f,VERTICAL_WIND_TEXTURE
205128_a,DOLPHIN_LOCATION
205132_u,DRYOUT
205136_C,CONDUIT_POWER
205137_n,DOLPHIN
205138_i,dolphin
205142_a,creature
205143_a,cooldown
205144_b,swimmer
205145_c,player
205146_d,boatGoal
205152_a,creature
205156_cF,DOLPHIN_SPAWN_EGG
205157_eZ,NAUTILUS_SHELL
205158_fa,HEART_OF_THE_SEA
205164_gk,BLUE_ICE
205165_jY,CONDUIT
205166_z,CONDUIT
205167_W,NAUTILUS
205171_af,BLUE_ICE
205172_ag,ICEBERG
205188_a,AIR
205189_c,CAVE_AIR
205192_a,PACKED_ICE
205193_b,SNOW_BLOCK
205195_d,AIR
205196_e,GRAVEL
205197_f,ICE
205201_j,seed
205203_aT,ENTITY_DOLPHIN_AMBIENT
205204_aU,ENTITY_DOLPHIN_AMBIENT_WATER
205205_aV,ENTITY_DOLPHIN_ATTACK
205206_aW,ENTITY_DOLPHIN_DEATH
205207_aX,ENTITY_DOLPHIN_EAT
205208_aY,ENTITY_DOLPHIN_HURT
205209_aZ,ENTITY_DOLPHIN_JUMP
205210_ba,ENTITY_DOLPHIN_PLAY
205211_bb,ENTITY_DOLPHIN_SWIM
205212_bc,ENTITY_DOLPHIN_SPLASH
205213_E,ICE
205217_U,biomeBlendRadius
205311_s,biomeList
205314_f,parent
205320_b,biomeList
205321_c,biomeScaleShift
205325_u,fluidsToBeTicked
205333_q,pendingFluidTicks
205336_m,pendingBlockTickList
205337_n,pendingFluidTickList
205342_P,pendingFluidTicks
205349_i,showIcon
205371_a,filter
205372_b,serializer
205374_d,pendingTickListEntriesHashSet
205375_e,pendingTickListEntriesTreeSet
205376_f,world
205377_g,pendingTickListEntriesThisTick
205378_h,tickFunction
205382_a,filter
205385_d,pos
205386_e,packedPositions
205387_a,tickListProvider
205389_a,INSTANCE
205399_h,priority
205423_b,precipitation
205424_c,category
205425_d,depth
205426_e,scale
205427_f,temperature
205428_g,downfall
205505_a,registry
205506_b,defaultState
205507_a,registry
205508_d,deserializer
205509_a,registry
205510_d,deserializer
205511_e,serializer
205512_a,REGISTRY_PALETTE
205521_b,registryPalette
205522_c,dummyPaletteResize
205523_d,registry
205524_e,deserializer
205525_f,serializer
205526_g,defaultState
205552_a,seed
205554_c,CAVE_AIR
205556_e,GRAVEL
205557_f,SOUL_SAND
205598_B,CORAL_BLOCKS
205599_H,VALID_SPAWN
205705_c,fluids
205707_b,topBlocksCache
205724_bA,ENEMY_MATCHER
205740_k,nextSoundTime
205745_an,whitelistEnabled
205769_s,carvingMasks
206244_b,developmentMode
206251_c,dataFixer
206252_e,loaded
206256_h,attenuationDistance
206292_a,name
206293_b,type
206310_a,name
206356_a,name
206373_a,name
206374_b,entityName
206375_c,type
206692_c,LOGGER
206827_D,DOLPHINS_GRACE
206834_a,dolphin
206835_b,speed
206836_c,targetPlayer
206843_t,MULTI_EGG_SHAPE
206864_X,DOLPHIN
206866_A,LOGGER
206867_C,datafixerType
206895_a,owner
206896_b,properties
206918_e,fluidRefCount
206922_aF,SIMPLE_BLOCK
206924_a,toPlace
206925_b,placeOn
206926_c,placeIn
206927_d,placeUnder
206928_a,step
206929_b,probability
206930_a,FAILED_EXCEPTION
206933_aM,BLOCK_CONDUIT_ACTIVATE
206934_aN,BLOCK_CONDUIT_AMBIENT
206935_aO,BLOCK_CONDUIT_AMBIENT_SHORT
206936_aP,BLOCK_CONDUIT_ATTACK_TARGET
206937_aQ,BLOCK_CONDUIT_DEACTIVATE
206938_K,BLOCK_BEACON_ACTIVATE
206939_L,BLOCK_BEACON_AMBIENT
206940_M,BLOCK_BEACON_DEACTIVATE
206941_N,BLOCK_BEACON_POWER_SELECT
206942_fI,ENTITY_PARROT_IMITATE_DROWNED
206943_fS,ENTITY_PARROT_IMITATE_PHANTOM
206944_gn,ENTITY_PHANTOM_FLAP
206945_ik,ENTITY_SKELETON_HORSE_SWIM
206946_il,ENTITY_SKELETON_HORSE_AMBIENT_WATER
206947_im,ENTITY_SKELETON_HORSE_GALLOP_WATER
206948_in,ENTITY_SKELETON_HORSE_JUMP_WATER
206949_io,ENTITY_SKELETON_HORSE_STEP_WATER
206952_E,LEAVES
206959_a,WATER
206960_b,LAVA
206961_c,REGISTRY
206963_E,LEAVES
206964_G,FISHES
207200_b,defaultState
207201_d,STATE_REGISTRY
207202_e,stateContainer
207209_a,FALLING
207210_b,LEVEL_1_8
207212_b,FLOWING_WATER
207213_d,FLOWING_LAVA
207378_dT,ENTITY_HUSK_CONVERTED_TO_ZOMBIE
207410_e,prefix
207411_f,suffix
207509_c,prefix
207510_d,suffix
207513_i,usage
207592_e,SCHEMA_FACTORY
207593_f,NAMESPACED_SCHEMA_FACTORY
207663_a,STRUCTURE_OFFSET
207666_c,centerOffset
207738_h,eyeOpen
207746_g,OPEN_EYE_TEXTURE
207747_h,CLOSED_EYE_TEXTURE
207763_a,LOCATION_FIRE_0
207764_b,LOCATION_FIRE_1
207766_d,LOCATION_LAVA_FLOW
207768_f,LOCATION_WATER_FLOW
207769_g,LOCATION_WATER_OVERLAY
207796_a,SHAPE
207797_b,SHAPE
207798_a,SHAPE
207799_b,SHAPE
207800_a,SHAPE
207926_a,UNBOUNDED
207929_d,min
207930_e,max
208001_bq,interpTargetHeadYaw
208002_br,interpTicksHead
208013_bB,GOT_FISH
208014_b,TREASURE_POS
208026_a,all
208027_b,remaining
208033_V,mouseWheelSensitivity
208057_a,dolphin
208065_c,HALF
208066_B,AABB_RENDER_BOX_ZAXIS_INWALL
208067_C,AABB_RENDER_BOX_XAXIS_INWALL
208068_x,AABB_COLLISION_BOX_ZAXIS
208069_z,AABB_RENDER_BOX_ZAXIS
208075_l,rarity
208104_e,rarity
208126_aa,DELAY_1_4
208127_ab,EGGS_1_4
208128_ac,HATCH_0_2
208129_ad,LAYERS_1_8
208130_ae,LEVEL_0_3
208131_af,LEVEL_1_8
208132_ag,LEVEL_0_15
208133_ah,MOISTURE_0_7
208134_ai,NOTE_0_24
208135_aj,PICKLES_1_4
208136_ak,POWER_0_15
208137_al,STAGE_0_1
208138_am,ROTATION_0_15
208139_an,BED_PART
208140_ao,CHEST_TYPE
208141_ap,COMPARATOR_MODE
208142_aq,DOOR_HINGE
208143_ar,NOTE_BLOCK_INSTRUMENT
208144_as,PISTON_TYPE
208145_at,SLAB_TYPE
208146_au,STAIRS_SHAPE
208147_av,STRUCTURE_BLOCK_MODE
208148_A,AXIS
208149_B,UP
208150_C,DOWN
208151_D,NORTH
208152_E,EAST
208153_F,SOUTH
208154_G,WEST
208155_H,FACING
208156_I,FACING_EXCEPT_UP
208157_J,HORIZONTAL_FACING
208158_K,FACE
208159_L,REDSTONE_EAST
208160_M,REDSTONE_NORTH
208161_N,REDSTONE_SOUTH
208162_O,REDSTONE_WEST
208163_P,DOUBLE_BLOCK_HALF
208164_Q,HALF
208165_R,RAIL_SHAPE
208166_S,RAIL_SHAPE_STRAIGHT
208167_T,AGE_0_2
208168_U,AGE_0_3
208169_V,AGE_0_5
208170_W,AGE_0_7
208171_X,AGE_0_15
208172_Y,AGE_0_25
208173_Z,BITES_0_6
208174_a,ATTACHED
208176_c,CONDITIONAL
208178_e,DISARMED
208179_f,DRAG
208180_g,ENABLED
208181_h,EXTENDED
208182_i,EYE
208183_j,FALLING
208184_k,HAS_BOTTLE_0
208185_l,HAS_BOTTLE_1
208186_m,HAS_BOTTLE_2
208187_n,HAS_RECORD
208188_o,INVERTED
208189_p,IN_WALL
208190_q,LIT
208191_r,LOCKED
208192_s,OCCUPIED
208193_t,OPEN
208194_u,POWERED
208195_v,SHORT
208196_w,SNOWY
208197_x,TRIGGERED
208198_y,WATERLOGGED
208199_z,HORIZONTAL_AXIS
208204_b,LOGGER
208303_a,LOGGER
208307_a,HASH_FUNCTION
208324_a,LOGGER
208325_b,outputFolder
208326_c,cacheFile
208327_d,hits
208328_e,staleFiles
208329_f,createdFiles
208425_a,DIRECTIONS
208434_j,LEAVES
208435_k,LOGS
208466_a,blockStateType
208468_c,paletteFinder
208469_d,palette
208470_e,storage
208474_i,index
208494_a,DISTANCE
208495_b,PERSISTENT
208500_i,NW_DIR_MASK
208501_j,W_DIR_MASK
208502_k,SW_DIR_MASK
208503_l,S_DIR_MASK
208504_m,SE_DIR_MASK
208505_n,E_DIR_MASK
208506_o,NE_DIR_MASK
208507_p,N_DIR_MASK
208513_e,disableCorners
208514_aa,DISTANCE_1_7
208515_s,PERSISTENT
208621_p,variableOpacity
208636_a,DOUBLE_TOO_LOW
208637_b,DOUBLE_TOO_HIGH
208638_c,FLOAT_TOO_LOW
208639_d,FLOAT_TOO_HIGH
208640_e,INTEGER_TOO_LOW
208641_f,INTEGER_TOO_HIGH
208642_g,LITERAL_INCORRECT
208643_h,READER_EXPECTED_START_OF_QUOTE
208644_i,READER_EXPECTED_END_OF_QUOTE
208645_j,READER_INVALID_ESCAPE
208646_k,READER_INVALID_BOOL
208647_l,READER_INVALID_INT
208648_m,READER_EXPECTED_INT
208649_n,READER_INVALID_DOUBLE
208650_o,READER_EXPECTED_DOUBLE
208651_p,READER_INVALID_FLOAT
208652_q,READER_EXPECTED_FLOAT
208653_r,READER_EXPECTED_BOOL
208654_s,READER_EXPECTED_SYMBOL
208655_t,DISPATCHER_UNKNOWN_COMMAND
208656_u,DISPATCHER_UNKNOWN_ARGUMENT
208657_v,DISPATCHER_EXPECTED_ARGUMENT_SEPARATOR
208658_w,DISPATCHER_PARSE_EXCEPTION
208772_j,variableOpacity
208833_f,FIXERS
209004_a,DEFAULT_LOCAL
209005_b,DEFAULT_GLOBAL
209006_c,x
209007_d,y
209008_e,z
209101_K,panorama
209143_a,locations
209145_a,mc
209146_b,renderer
209147_c,time
209160_a,LOGGER
209162_b,LOGGER
209163_fp,MUSIC_UNDER_WATER
209217_s,inhabitedTime
209220_a,chunk
209231_W,glDebugVerbosity
209250_a,BYTE_BUFFER
209251_b,FLOAT_BUFFER
209252_c,INT_BUFFER
209253_d,LOGGER
209254_e,NEWLINE_JOINER
209255_f,STATEMENT_JOINER
209256_g,GL_CONSTANT_NAMES
209257_h,DEBUG_LEVELS
209258_i,DEBUG_LEVELS_ARB
209259_j,SAVED_STATES
209268_a,channel
209269_b,exception
209272_a,OPEN_OPTIONS
209339_a,type
209340_b,placementType
209347_a,REGISTRY
209348_r,FLOOR_Z_SHAPE
209349_s,FLOOR_X_SHAPE
209350_t,CEILING_Z_SHAPE
209351_u,CEILING_X_SHAPE
209371_a,ANY
209372_b,JOINER
209383_a,LOGGER
209387_c,facingValues
209388_d,axisValues
209389_ab,STRIPPED_OAK_WOOD
209390_ac,STRIPPED_SPRUCE_WOOD
209391_ad,STRIPPED_BIRCH_WOOD
209392_ae,STRIPPED_JUNGLE_WOOD
209393_af,STRIPPED_ACACIA_WOOD
209394_ag,STRIPPED_DARK_OAK_WOOD
209525_d,statusMessageConsumer
209575_a,gson
209576_b,stateContainer
209582_c,overrideBakedModels
209584_a,containerHolder
209585_f,LOCATION_MODEL
209586_g,LOCATION_MODEL_MAP
209607_C,STATE_CONTAINER_OVERRIDES
209610_F,containerHolder
209611_w,SPLITTER_COMMA
209612_x,EQUALS_SPLITTER
209613_y,STATE_CONTAINER_ITEM_FRAME
209911_b,BRAND
209913_d,DEBUG_PATH
209914_e,DEBUG_NEIGHBORS_UPDATE
209915_f,DEBUG_CAVES
209916_g,DEBUG_STRUCTURES
209917_h,DEBUG_WORLDGEN_ATTEMPT
209919_a,transaction
209920_b,channel
209921_c,payload
209922_a,transaction
209923_b,payload
209957_b,COMBINE_ON_RESULT_COMPLETE
209960_a,exact
210220_a,list
210248_b,mc
210267_b,CACHE_COMBINED_LIGHT
210277_g,bitSetCache
210300_r,SHOULD_SIDE_RENDER_CACHE
210323_f,SELECTOR_NOT_ALLOWED
210325_m,checkPermission
210327_T,checkPermission
210328_c,SELECTOR_NOT_ALLOWED
210329_m,hasPermission
210344_a,BRAND
210347_a,stack
210348_b,updateAll
210350_a,pickIndex
210352_a,name
210354_a,index
210357_a,primaryEffect
210358_b,secondaryEffect
210365_a,pos
210366_b,command
210367_c,trackOutput
210368_d,conditional
210369_e,auto
210370_f,mode
210374_a,entityId
210375_b,command
210376_c,trackOutput
210391_a,pos
210392_b,updateCommand
210393_c,mode
210394_d,name
210395_e,position
210396_f,size
210397_g,mirror
210398_h,rotation
210399_i,metaData
210400_j,ignoreEntities
210401_k,showAir
210402_l,showBoundingBox
210403_m,integrity
210404_n,seed
210456_b,TEST_FAILED
210457_c,TEST_FAILED_COUNT
210461_j,lock
210595_a,ENTITY_RENAME_MAP
210596_b,BLOCK_RENAME_MAP
210597_c,ITEM_RENAME_MAP
210598_a,name
210599_b,type
210762_aX,translationKey
210820_a,INSTANCE
210902_d,DATA_FIXER
210935_a,data
210938_c,step
210941_g,axis
210942_h,axisDirection
210992_a,DIRECTIONS
211127_e,font
211133_f,textureLocation
211135_h,entry
211138_bB,MOISTNESS
211147_k,lastTicked
211151_aa,serverTime
211152_ao,tickTime
211159_Q,insideTick
211167_D,color
211180_a,nanoTimeSupplier
211191_c,textureManager
211192_d,id
211194_f,glyphProviders
211195_g,glyphs
211196_h,glyphsByWidth
211197_i,textures
211210_a,width
211211_b,height
211212_c,unpackSkipPixels
211213_d,unpackSkipRows
211214_e,texture
211216_b,width
211217_c,height
211225_a,xOffset
211226_b,yOffset
211236_b,u0
211237_c,u1
211238_d,v0
211239_e,v1
211240_f,minX
211241_g,maxX
211242_h,minY
211243_i,maxY
211247_a,sizes
211248_b,template
211249_a,file
211250_b,size
211252_a,file
211256_a,LOGGER
211257_b,resourceManager
211258_c,sizes
211259_d,template
211264_b,fontInfo
211266_d,scale
211267_a,glyphInfos
211285_a,LEVEL
211286_b,PLAYER
211287_c,CHUNK
211288_d,HOTBAR
211289_e,OPTIONS
211290_f,STRUCTURE
211291_g,STATS
211292_h,SAVED_DATA
211293_i,ADVANCEMENTS
211294_j,BLOCK_ENTITY
211295_k,ITEM_STACK
211296_l,BLOCK_STATE
211297_m,ENTITY_NAME
211298_n,ENTITY_TYPE
211299_o,ENTITY
211300_p,BLOCK_NAME
211301_q,ITEM_NAME
211302_r,UNTAGGED_SPAWNER
211303_s,STRUCTURE_FEATURE
211304_t,RECIPE
211305_u,BIOME
211312_a,name
211313_a,name
211347_e,UNBOUNDED
211348_f,minSquared
211349_g,maxSquared
211359_e,UNBOUNDED
211360_f,minSquared
211361_g,maxSquared
211362_b,ERROR_INTS_ONLY
211369_a,ENTITY_UNKNOWN_TYPE
211370_b,EXAMPLES
211374_a,EXAMPLES
211382_m,WET_GRASS
211383_n,CORAL
211398_u,ticks
211404_q,LOGGER
211412_c,ENTITY_FAILED_EXCEPTION
211413_d,BLOCKS_NEEDING_POSTPROCESSING
211414_dn,BLOCK_WET_GRASS_BREAK
211415_do,BLOCK_WET_GRASS_FALL
211416_dp,BLOCK_WET_GRASS_HIT
211417_dq,BLOCK_WET_GRASS_PLACE
211418_dr,BLOCK_WET_GRASS_STEP
211419_ds,BLOCK_CORAL_BLOCK_BREAK
211420_dt,BLOCK_CORAL_BLOCK_FALL
211421_du,BLOCK_CORAL_BLOCK_HIT
211422_dv,BLOCK_CORAL_BLOCK_PLACE
211423_dw,BLOCK_CORAL_BLOCK_STEP
211501_aD,fontResourceMananger
211502_b,DEFAULT_FONT_RENDERER_NAME
211509_a,LOGGER
211511_c,textureManager
211512_g,colored
211524_l,nbtQueryManager
211528_n,playerUuid
211537_g,rayTraceBlock
211538_h,rayTraceFluid
211550_a,connection
211551_b,transactionId
211552_c,handler
211572_d,fallbackGlyph
211581_b,NATIVE_IMAGE
211582_a,scale
211583_b,texture
211584_c,unpackSkipPixels
211585_d,unpackSkipRows
211586_e,width
211587_f,height
211588_g,advanceWidth
211589_h,ascent
211598_i,advanceWidth
211599_j,glyphIndex
211609_a,LOGGER
211610_b,texture
211618_c,oversample
211619_d,chars
211620_e,shiftX
211621_f,shiftY
211622_h,ascent
211625_c,oversample
211626_d,shiftX
211627_e,shiftY
211628_f,chars
211634_b,chars
211635_c,height
211636_d,ascent
211640_d,TYPES_BY_NAME
211641_e,name
211642_f,factoryDeserializer
211659_e,pixelSize
211660_f,glFormat
211661_g,red
211662_h,green
211663_i,blue
211664_j,hasLuminance
211665_k,hasAlpha
211666_l,offsetRed
211667_m,offsetGreen
211668_n,offsetBlue
211669_o,offsetLuminance
211670_p,offsetAlpha
211671_q,serializable
211673_f,glConstant
211680_b,pixelFormat
211688_b,baseClass
211714_a,transactionId
211715_b,tag
211718_a,transactionId
211719_b,pos
211722_a,transactionId
211723_b,entityId
211724_c,extending
211755_s,WALK_ON_WATER_ONE_CM
211756_w,WALK_UNDER_WATER_ONE_CM
211842_aO,forceUnicodeFont
211853_a,NEW_TO_LEGACY_MAP
211854_b,locationMap
211873_t,OBJECTIVE
211874_u,TEAM
211883_b,SHAPE
211884_b,FACING
211885_c,SHAPES
211886_c,deadBlock
211887_b,deadBlock
211891_jY,TUBE_CORAL_WALL_FAN
211892_jZ,BRAIN_CORAL_WALL_FAN
211893_ka,BUBBLE_CORAL_WALL_FAN
211894_kb,FIRE_CORAL_WALL_FAN
211895_kc,HORN_CORAL_WALL_FAN
211896_kk,DEAD_TUBE_CORAL_WALL_FAN
211897_kl,DEAD_BRAIN_CORAL_WALL_FAN
211898_km,DEAD_BUBBLE_CORAL_WALL_FAN
211899_kn,DEAD_FIRE_CORAL_WALL_FAN
211900_ko,DEAD_HORN_CORAL_WALL_FAN
211901_kp,DEAD_TUBE_CORAL_FAN
211902_kq,DEAD_BRAIN_CORAL_FAN
211903_kr,DEAD_BUBBLE_CORAL_FAN
211904_ks,DEAD_FIRE_CORAL_FAN
